age,income,credit_score,debt_ratio,years_employed,num_accounts,approved
52,31306,492,-0.08705990840077449,0.3513572878777644,-1.4804862623658972,0
62,39160,675,-2.4110209687377653,-1.2750106209533367,-1.1898296245578264,1
45,65518,711,0.017505923613407415,-0.8486902112548926,-0.023910262731351217,0
48,63164,647,-1.4414057384161318,-1.6734393126310896,-1.151529795908067,0
44,43315,669,-2.2783106035514296,-1.0564514968393337,-2.6112311871002696,0
41,50376,591,0.7722583455093266,0.006896118575185184,-1.6732658306223795,1
56,38206,618,-2.029799251687429,-0.4611361579183052,0.03577645522737294,1
23,50930,565,-1.8766007816061852,-0.003813508355253181,-1.3040564250472646,0
31,77387,648,1.0274832496055477,-0.27114002356976785,0.9374470375624728,1
45,55247,530,0.6556473985424474,-0.5910925697318674,-1.9634217690601794,1
43,74425,704,1.0129313487949023,-1.0630351596502223,-0.5475725972273036,0
31,35509,640,-2.356597050550974,0.5811800236232039,-0.4706406901565561,0
29,51299,608,-2.683791145467402,-0.3828575568409185,-0.6707201600109247,0
43,60805,592,-2.764267207251401,-1.9507321906707997,-1.783484714476778,0
60,66618,593,-0.2661357857413129,-2.5996994955044177,-3.208330420331479,1
57,51287,730,-2.0245486467254086,-1.265117652476476,0.11383512742053381,1
33,60263,530,-3.0910599655860467,-1.4261444477771184,-1.3843653046354907,0
46,75210,679,0.04439400826329587,-1.458483025934093,-0.08226177218472897,0
42,40817,708,0.9194405690243872,1.1191595549916118,0.40167797853540455,1
43,25278,750,-1.0222320719539464,1.0630457769583912,-0.5056184769407545,1
31,75276,574,-0.6811009029837118,-1.1432083367406054,-0.5333547966581531,0
28,85928,596,0.30641756240578966,-0.7197617509544034,1.5456565573018946,1
28,70290,674,0.7024726202828606,0.18896849482731903,1.1371205994032887,1
19,71818,570,0.16361974986602534,0.7325597318250128,2.431170215648841,1
47,57315,777,1.1750291123268655,-0.3965816504916149,-1.1026270550336703,0
51,22042,488,-2.298136263834262,0.49001152848459606,-0.26143657584959457,1
40,60496,675,-0.0856210069280341,-0.011810573609284225,1.3206784124822735,1
40,62150,730,0.3737822335419494,-0.541631020225735,-0.865879773737178,1
28,24947,557,0.19735423899950377,2.2113869288925794,-0.3146937306537475,0
62,73043,652,-1.4005527246114187,-2.9440164568609193,-1.3795547180672705,0
18,81250,712,2.7513538908399653,0.8162831016797276,0.37824570697160254,1
44,47735,771,0.42069405003885363,-0.4365119572942739,-2.7498029811409186,1
36,20000,754,0.9436987882854782,2.782495940407918,-0.42554477785682965,0
41,46230,747,-1.711049754627949,-0.5862674873751168,-1.586226934531056,0
28,56394,621,2.225801122936443,1.2062425755496544,0.06392283785575736,1
51,42512,768,-2.8565597970707683,-1.1535966282163967,-1.35968479345969,1
52,63253,731,-0.9496455711566544,-1.6435021306317656,-0.9745731356437913,0
53,65531,673,-0.9813938370692935,-1.9028790504865574,-1.2204855263286531,0
46,28640,714,-1.0963005246745514,0.5055870126784578,-1.1227406315369806,1
61,69869,692,-1.4586433559645715,-2.412034142178376,-0.23057348521272625,0
69,20000,527,-5.7030851147597454,-0.023871426655670325,2.524544370872595,1
29,20000,696,0.8475040727329002,3.1650501897682153,-0.11101184809132725,0
42,37241,720,0.24972835932001947,0.3401715336889245,-2.317557057592981,1
44,62717,479,-0.3166388519985519,-1.0449157077922355,-1.048877013441681,0
18,52745,623,-1.750676336452286,0.21243864752193176,-1.196268724401123,0
39,67751,710,0.32189535845530337,-0.26439947062577757,1.1241471253827005,1
37,59010,564,-0.8649209249089685,-0.7981270265583885,-1.3766370818873763,0
42,61533,671,0.5775225540020321,-0.7531495867728679,-1.566806824308633,0
44,81586,621,-0.5734981785489064,-2.089278922298598,-0.630709652376017,0
41,34437,711,-1.9461567308640415,0.41652675564325325,-0.13751665335483354,0
46,42231,686,0.8943307546879169,0.8226287634757409,0.22089974588158812,1
46,22446,643,-0.8228647534536162,0.9096280966846437,-1.3040767218632618,1
40,31292,759,0.07592195653281841,0.6549852985515315,-2.499941393707233,1
41,26293,517,-0.6274040875913014,0.9853637516991033,-1.352524087843185,1
26,69246,586,-1.472867116501698,0.16656735315359045,3.1040565948527545,1
63,86947,644,0.2868626833686494,-3.2362146842805113,-1.5832666326171414,0
40,27741,680,0.31607836627518404,1.2321505155816965,-1.4334836872071488,0
18,75949,381,-0.4744649943766288,0.6213974601033562,2.9723105305830297,1
52,44070,687,-1.536920542381144,-0.44615726398615285,-0.0031171442911729352,1
31,67453,652,-0.6207191509294607,0.06761071904700267,2.2318580555032677,1
27,55213,552,-0.87535811205382,-0.2613942015747437,-1.8883377013091394,0
36,87075,718,0.25620269754237524,-1.2768250371032135,1.1500908649017123,1
46,38675,663,-1.622572146176819,0.2558673864927473,0.6069827761187059,1
24,70267,543,1.464282186008294,0.5588171795868644,0.8472669689090169,1
53,60573,636,-1.2437103393400748,-1.9548587438220213,-2.1706549351061715,0
37,20000,762,1.2401309270261227,3.498761040479696,0.022804626279393503,0
46,57315,603,1.8950620186267133,0.06832909019307454,-0.46655962213205937,1
36,50283,749,-1.8125779461930311,-0.6953142693535173,-1.7692387246107795,0
58,20000,692,-4.304757062864404,0.9250679144298235,0.2923322341930841,1
45,38798,543,-2.4655037587480075,-0.29312360661914083,-0.5276810800409284,0
22,43152,810,-0.5584745725291882,0.955531296416439,-1.2486067610032203,0
53,50600,764,-0.7002027661837286,-1.0199245839033915,-1.551077749297326,0
40,68004,720,1.3418076175546312,-0.21782845860066835,0.340657892982115,1
30,96976,606,-0.19799478922190406,-1.422632951821635,2.1759552952184817,1
44,38912,754,-0.17766426694205562,0.009325849496738425,-2.286789039434952,1
64,80019,716,-2.504071342435542,-3.771942580418383,-1.3026433992246889,0
37,68073,633,0.03119726738208395,-0.7851867566021393,-0.5634686733480123,0
32,61135,577,0.11648554183371296,0.43784922242495794,1.5138510559674572,1
37,20000,684,1.114120867697567,2.9719103615907794,-0.5999697939244231,0
44,27228,618,-0.7993106355059678,0.9605450079788622,-0.5504294444937008,0
18,22694,526,3.21239041205539,3.745341579883178,-1.6090056632777752,0
50,78470,646,-1.906826138473804,-2.8891085598591943,-1.5170815912989624,1
50,79663,586,-0.8113417583429177,-2.287761016921284,-0.47483902555058544,0
34,47506,690,-3.585607543148088,-0.7745337885324055,-0.8812475259347483,0
18,69085,734,1.3710024388466753,1.1209075276409517,1.4249388528375417,1
41,48826,629,0.8714493894613002,0.0826486493288115,-1.7610999688640079,1
52,28874,615,-0.9308594887371606,-0.11673142386069402,-2.588565773818541,1
52,52349,739,-0.08871997898729655,-0.8294914724162351,-1.3900944225951977,0
38,75957,774,1.1271281523886945,-0.6768353728740698,0.25641133804905014,1
45,48932,581,-0.7209397155270807,-0.38873174547053724,-0.8637151069440461,0
46,36080,640,-0.23798540786684586,-0.10213151536357723,-2.8174178402386794,1
18,58461,626,-1.7728242325908232,0.6120462407160729,-0.8187836316975019,0
46,68909,737,0.39052585556551933,-1.349351035443926,-1.349370602565117,1
56,20000,732,-3.5866883926850237,0.4847066900945671,1.054435147706755,1
22,102925,784,2.901762577170116,-1.0283599304665518,-0.26837809644339927,1
18,40316,645,0.4184387145904145,1.8157063057768186,-1.201299705220029,0
21,60254,674,-2.768950356260852,-0.6527246924920378,-0.8861484822566243,0
49,54991,583,-1.3417634947250427,-1.4739115797925404,-2.1294365450305404,0
21,77918,704,1.7092830373584824,0.3733695242174847,0.8866593224795591,1
36,25334,620,0.4007958591341929,1.7011530087299334,-1.008591160957568,0
58,23525,648,-2.7693186511337156,-0.08674865856151792,-0.39646909649459816,1
53,45507,694,-1.2726187046806263,-0.8983655261253306,-1.351154881898924,1
32,56744,613,1.255029758897374,0.8696799767097596,0.6535041287862613,1
26,62146,680,0.27654898613237955,0.7711022204167555,1.6598200025435237,1
30,34398,825,-2.443459050982403,0.7785431571813735,-0.01914373896593058,0
22,63848,665,0.7739565130460515,0.9700700996462924,1.5469320578286863,1
33,27209,606,0.06281421956079059,1.668289371632447,-0.8127991331145528,0
43,22453,649,0.142721163646935,1.5308297122206995,-0.8680844352283613,0
18,65976,526,-1.2482259538817169,-0.21124188358333718,-1.8580176689161534,0
50,80144,666,0.6074468453487611,-1.9126597146308049,-0.773102778712474,0
50,42031,649,-1.0460472792165019,-0.40943168009767805,-1.19858365082777,1
53,55181,708,-0.6751341448214536,-1.131676158258359,-0.9023915230144933,1
40,54260,702,-1.0156499378425108,-0.8036073402931758,-1.7157623010044285,0
21,20000,656,3.145377995418701,3.8854311051262505,-1.4762923129943455,0
24,42229,704,-2.2043239379020196,0.6797336762169407,-0.08582517488173724,0
65,56723,666,-3.4682239857225463,-2.986523437852063,-1.987841484098431,0
50,47396,757,-0.9654980997894603,-0.337496179599374,0.15128545438313634,1
54,67342,718,-2.9543699284503337,-2.889863127137725,-1.8189222263341647,0
27,49945,568,-2.7411429645925502,-0.364266455355177,-1.079891915023987,0
21,84311,736,2.0373117947718358,-0.0101624432393852,0.537728711862217,1
42,20000,741,-1.061550278107673,1.8249023816446217,-0.846969953805815,1
30,86788,656,0.6744022142236643,-0.7625538531686448,1.3560202474438159,1
29,52848,617,-2.216316871902213,-0.46189699330514733,-1.1176305016136725,0
44,51505,567,1.5001904001717188,-0.742870603319775,-4.515371899769542,1
26,74045,648,0.6122061455350314,0.172071507579446,1.5051707016829146,1
18,50088,847,2.1261063447750623,2.1669781423160277,-2.198619374935195,0
35,39951,696,1.1779253570247998,1.6365018181865985,0.5415739303033108,1
21,20541,669,2.591218084878421,3.241273113860672,-1.6103389178410081,0
51,20000,640,-2.4496963885695306,1.0649288375900943,0.5447507095362105,1
50,59178,687,0.8789203730175623,-1.475491108199869,-3.8147933125393547,1
36,66802,739,2.4672486086988643,0.14651187824747192,-0.6356578897597338,1
18,105123,574,2.458466574327895,-0.4415221552297073,0.8016014201964774,1
42,61710,617,1.046882303249291,-0.6963769251730425,-1.9967981932624317,1
18,45318,719,0.7679013961616636,1.4272324215658967,-1.71242174695556,0
48,47799,616,-0.6663475959595685,-0.822117074725331,-2.254038139142831,0
38,35857,653,-0.7271121318397331,0.6034536921641923,-1.1785816953930162,0
35,77390,664,-0.5213328340366847,-1.256893791847689,0.017550606207562547,0
28,27693,711,-0.48951347039010473,1.8118287283410117,-0.35778666753860344,0
41,62679,674,-0.9325320168616062,-0.31580755011787565,1.8708672806766529,1
42,72301,700,0.3587545750574932,-0.7535710472952293,0.7709925387303683,1
34,50471,472,1.5507345531888468,1.1094146627356916,0.3111871935805114,1
18,56974,632,-1.2099454929853262,0.13954796637642297,-1.1285972964183426,0
55,33418,615,-3.0701737990539955,-0.0974292096325714,1.552389223741124,1
37,76586,754,0.8535675726738339,-0.6151591378650205,0.851402726977559,1
39,20000,615,1.6732358154129239,3.2144806022794725,-0.4182601438512693,0
38,28659,672,-0.8138720168546197,1.140863288355358,-0.5269766825514628,0
33,89608,595,-0.06349013616452814,-1.5384086465492626,0.5429996658240968,0
31,30529,705,-0.05887808727780297,1.6084114738630662,-0.5379377883764616,0
57,56879,625,-3.8978739564716918,-2.8890226005546435,-2.29126269047118,0
54,58683,604,0.48194242492059947,-1.358435525983292,-2.3443302469098453,1
43,75247,663,-0.07548152323624124,-1.5251544522459044,-0.5915489383557402,0
30,57047,642,-2.325842967732048,-0.8129960329941713,-1.2675626660541255,0
43,41478,700,0.34367446969388227,0.1914925925341277,-1.8759194140323707,1
46,67828,629,1.1989462596171183,-1.367434553361602,-2.5804326490748566,1
62,20000,689,-3.6567434200921753,0.16618578190376798,0.6986340031533913,1
47,62758,640,0.06173200984819527,-0.86243797678241,-0.3373890448739798,0
19,79222,676,1.8389480318679856,0.40190438923860217,0.8243254753700376,1
55,78773,634,-1.4798841927534574,-3.0737469413694143,-1.7896075654854973,0
53,45630,683,-1.5874584713154472,-0.6129590612959684,-0.033561562004083556,1
46,42363,601,-2.1009869186148,-0.9562207517104788,-2.4637874547774086,0
55,58403,586,-2.090428079282971,-2.267748508252021,-2.3487981645626754,0
35,98614,472,-0.14292281569803,-1.8324603042722454,1.7536430107952383,1
31,46151,630,-2.301584056577414,-0.14268318607471797,-0.920781199387494,0
28,53124,676,-1.1577323620688564,-0.18980904151631905,-1.499889296549774,0
45,69988,636,-1.201580230672743,-0.9707639373414432,1.9357833677607736,1
57,60108,715,-1.1810810849302078,-1.5190503683383896,-0.11702077501879993,1
60,101351,606,-2.0996769334638508,-4.712519803393192,-1.427729919391938,0
47,41406,736,-0.1797669442928671,-0.022767670730460987,-1.3658568799428177,1
70,101356,553,1.506307290775775,-3.5247594081048543,0.03380722594189489,0
46,74245,610,-0.1525223491424118,-1.3840811336491217,0.1862639398295769,0
19,98580,432,-0.12407199347599462,-0.9351200638656068,2.4469422578565903,0
18,39357,506,-0.5370576197788188,1.5474294956815828,-0.9946639746663121,0
66,87006,648,-2.3857003366339775,-4.4651354437054085,-2.1576648458841334,0
18,42856,708,1.6894953760561906,1.6629611116199303,-2.0430211992923653,0
18,54130,593,-0.7633543822345479,1.357463208720552,-0.8784361390395186,0
42,67333,626,0.9602248632211772,-0.33884949340172354,0.5101419862118697,1
51,84214,675,-1.5856088762947933,-2.9559375790220495,-0.7989037472214439,0
52,27615,494,-1.2987092040026695,0.14789059343885458,-1.5061286818506512,1
28,36491,662,-0.8038007699420522,1.09139905875344,-0.8174273971515919,0
56,82597,622,-0.7579188381231268,-2.5651135482808134,0.13530716305120993,0
37,31322,719,-1.4114914164965078,0.8593740965755917,-0.41967787595997097,0
42,74187,647,0.2102843919147388,-1.4020855668865122,-0.9133854898490048,0
26,81096,699,0.3130207740230383,-0.285754627948119,1.8018286362076816,1
50,48305,679,-0.6519864912315206,-0.5095847630713739,-0.7083495629251524,1
46,33758,545,-0.7501158828526615,0.31111905624331404,-1.3074597170925828,1
47,58931,613,-0.7964225496798996,-0.5216301743459875,1.1111875713801593,1
45,85294,546,-0.08985711667801843,-2.047536992292534,-0.1618397193084875,0
43,53661,570,0.4543626259992115,-0.33112636924219124,-1.4090490563014972,1
32,74229,699,0.28047401557890583,-0.26306231102972333,1.4925803115999319,1
18,84152,717,3.6030964044934413,0.4483509443588526,-0.3511597935285138,1
44,79300,745,-1.3510797100249796,-2.259373255098188,-0.7757323892059359,0
18,74268,579,1.260540808652988,1.0312998986930981,1.7886473530456541,1
30,62414,773,1.6865591494250167,0.7130763542529016,0.432433881575241,1
34,74992,653,-0.683129358463407,-0.5470460343032308,2.0918087988106864,1
45,69212,706,-2.3988135864611535,-2.2839151867969525,-1.4844800351819254,0
18,91649,625,2.0789249976848883,-0.021018088640893273,1.050446456730066,1
57,91738,725,1.2501716308331772,-2.375602410300604,0.3111889709847562,0
50,57134,698,-1.4147642303215031,-1.3754032910424436,-1.1234078150469624,0
18,51826,729,-0.4351223965025943,1.0319607532816923,-1.656987793500515,0
58,79549,705,-1.2990396808668887,-2.903977195649135,-0.7397105888480762,0
51,89630,639,1.033552261452237,-2.7236911188739077,-1.9350326680490255,1
52,59291,601,-1.3214941061362762,-0.9585119925018509,1.0566838279967747,1
52,32399,642,-1.6036927188620549,0.12410525280668838,-0.22613815849292318,1
30,65597,570,2.205803746096958,0.6238547936886922,0.1767723010714528,1
24,81933,692,0.2093372750279101,-0.244528613358459,1.8083206958055247,1
50,72803,635,0.007686303831817787,-1.6462451368853293,-0.4733087057192128,0
53,89212,653,-1.833866141794287,-3.3121764291669007,-0.4151814062056316,0
45,65657,594,-0.6593836629420349,-0.6716241222830407,1.5553808760177064,1
56,56164,473,-2.7015865171593934,-2.4504506251464826,-2.6186091280856774,0
61,20000,551,-4.2314344858954875,0.04188819750041706,1.0427002783269104,1
46,57867,568,-0.38640324431162754,-1.0516014416083073,-1.5873061069986607,0
60,51496,724,-0.8311417757084194,-1.5712203856874205,-2.0215466024468665,1
67,85670,668,-0.5223021187044969,-3.793376626929325,-2.102414130571914,0
23,35369,659,-0.9262794738730455,1.3292313085535854,-0.7769119967677887,0
34,79687,617,0.6777385807111247,-0.7210663537212696,0.801091284597175,1
42,49756,548,-0.2162084759130526,0.08306267298446378,-0.17636970011459652,1
31,54092,690,0.21696516529538457,0.9907982395336017,1.6839616580340924,1
40,34959,688,-0.8677033277862571,1.3291261190500716,1.838572060878127,1
39,72567,662,0.3307382140083093,-0.5906043071650287,0.9958886934062581,1
28,33699,652,1.3850172693683342,1.7446209006149833,-1.7160725383394153,0
18,56993,576,-2.6629908187031703,0.010307021164897678,-0.5622874830684748,0
56,37023,557,-2.355805727390101,-0.1681410515749318,1.3333799130665454,1
41,93530,695,0.11319459190168102,-2.0275670967128154,0.7633460787582647,0
31,39816,785,-1.4244218638886645,0.5544564330018784,-0.7415706693785554,0
45,62455,448,-4.62981161942376,-2.561206832631348,-1.1896992278929541,0
35,54218,652,-2.0316521334851037,-0.8616509844489617,-1.4300734118027272,0
48,38378,737,-0.19926297166725948,-0.05584227097555239,-1.995079188142442,1
51,20000,601,-1.8445682606939418,0.8038216188120755,-1.706318220166899,1
41,71414,656,1.353079869365904,-0.5771018525405534,-0.10218207212539965,1
27,71218,678,1.1834086943538469,0.32683058211868243,1.0562666069151228,1
24,39070,665,-0.47049429950241983,1.1392131513072663,-1.1048458881877374,0
32,53880,563,0.7352933020548882,0.9731516225365859,1.0997524945211186,1
45,81963,560,0.1330496612216252,-1.89281136527063,-0.5107285576607413,0
28,58395,659,-3.2240379950170848,-1.060491122834048,-1.037843502983317,0
18,98774,577,1.9667710440888833,-0.38183064809983824,0.9543634470250729,1
29,24240,648,0.8903375806343155,2.248834496666135,-1.0526838716620566,0
22,59951,679,-1.7246320144641119,-0.5772313152998021,-1.848412357226013,0
34,36427,754,-1.6748433469716537,0.47732701875261596,-1.0386785221631798,0
53,44456,735,-0.9575987095264944,0.012961584718901353,1.3237506718797953,1
24,83330,745,-0.760504346539215,-0.4015491330646115,2.7880023829139553,1
50,49531,850,-0.62834155536055,-0.6306185285388548,-0.9281850087640463,1
53,50913,693,-1.0011910901333347,-1.2095654366009922,-1.7489768479875014,0
37,74625,746,0.5686626407447806,-0.561888477124394,0.8449354703211358,1
47,50859,605,-0.7780340641207195,-0.4165547812674785,-0.21100539046369648,1
61,20000,490,0.08517183844537923,1.81653571435225,-0.3587406417603991,0
52,55470,636,-1.4203888859059564,-1.071372557462431,0.09731188952343817,1
44,45385,740,-2.481249679704965,-1.111743532363208,-2.149709855851488,0
18,48589,679,-0.049870050899534,1.3224317332127762,-1.0983223075951742,0
67,79353,553,-0.6648706647074016,-3.226529678362986,-1.2747756709111357,0
59,51736,574,-1.503052622510161,-1.3670572170326127,-0.5672900617104926,1
46,41111,564,-2.0936003312927145,-0.8901571211777821,-2.4680755746795766,0
40,75363,711,-0.0809993288996742,-0.8747869312498503,1.2967690315729663,1
46,60790,684,0.3984880844333205,-0.35138226761543556,0.528377096090022,1
49,42667,477,-1.1448378491991682,-0.26421248033731176,-0.5895611680237194,1
41,32632,668,0.46238278370102415,1.5215816451150515,0.6118848440718658,1
50,54479,631,-0.9068042957411565,-0.829879448374885,-0.18661483084322394,1
51,41763,548,-1.2105123130800988,-0.35259373382029013,-0.6108440115308666,1
